state,year,urate,children,nonwhite,finc,earn,age,ed,work,unearn
62,1991,6.7,2,0,7466.4317,0,44,3,0,7.4664317
62,1991,6.7,0,1,5967.489,0,27,11,0,5.967489
62,1991,6.7,0,1,5359.4273,0,35,11,0,5.3594273
62,1991,6.7,2,0,2121.1454,0,27,7,0,2.1211454
62,1991,6.7,0,1,21828.943,12962.555,51,11,1,8.8663877
62,1991,6.7,0,0,28517.621,20033.04,46,9,0,8.4845815
62,1991,6.7,0,1,0,0,42,11,0,0
62,1991,6.7,0,1,15180.33,5208.5903,29,0,1,9.9717401
62,1991,6.7,2,0,2036.2996,0,42,0,0,2.0362996
62,1991,6.7,2,0,6422.3568,4242.2907,35,11,1,2.1800661
62,1991,6.7,0,0,11383.48,1767.6211,53,9,0,9.615859
62,1991,6.7,1,1,9647.6762,5048.326,38,11,1,4.5993502
62,1991,6.7,2,1,4624.0969,0,34,10,0,4.6240969
62,1991,6.7,0,1,0,0,45,11,0,0
62,1991,6.7,0,1,0,0,34,7,0,0
62,1991,6.7,4,1,3733.2159,0,24,10,0,3.7332159
62,1991,6.7,0,0,23417.445,15625.771,23,0,0,7.791674
62,1991,6.7,0,0,10417.181,10417.181,25,11,1,0
62,1991,6.7,0,0,83903.084,57742.291,22,10,1,26.160793
62,1991,6.7,4,1,3496.3546,0,23,9,0,3.4963546
63,1991,7.2,0,1,1414.0969,1414.0969,54,7,0,0
63,1991,7.2,2,0,64011.454,63693.282,37,9,1,.31817181
63,1991,7.2,0,1,94669.075,94273.128,23,10,1,.39594714
63,1991,7.2,0,0,73827.643,73061.674,24,9,1,.76596916
63,1991,7.2,1,0,42305.066,42305.066,27,11,0,0
63,1991,7.2,0,0,55205.165,38218.326,50,10,1,16.986839
63,1991,7.2,2,0,2107.0044,0,31,11,0,2.1070044
63,1991,7.2,3,1,0,0,28,11,0,0
63,1991,7.2,3,1,0,0,26,10,0,0
63,1991,7.2,3,1,3530.5286,0,22,10,0,3.5305286
63,1991,7.2,1,0,42305.066,42305.066,20,10,1,0
63,1991,7.2,3,0,9625.2863,8211.1894,26,11,1,1.4140969
63,1991,7.2,0,0,9427.3128,9427.3128,43,9,1,0
63,1991,7.2,3,0,14140.969,0,31,9,0,14.140969
63,1991,7.2,1,0,32996.773,23568.282,45,11,1,9.4284912
63,1991,7.2,3,0,0,0,24,9,0,0
63,1991,7.2,0,1,23719.119,16615.639,54,10,1,7.1034802
63,1991,7.2,1,0,9505.0881,0,52,7,0,9.5050881
63,1991,7.2,0,0,14914.009,0,51,9,0,14.914009
63,1991,7.2,0,1,8248.8987,0,42,3,0,8.2488987
63,1991,7.2,2,1,7947.2247,0,26,10,0,7.9472247
63,1991,7.2,0,0,22140.044,16497.797,35,7,0,5.6422467
63,1991,7.2,0,1,10394.791,10016.52,23,10,1,.37827093
63,1991,7.2,1,1,10951.002,0,43,9,0,10.951002
63,1991,7.2,4,1,6881.9383,150.837,27,11,1,6.7311013
64,1991,8.7,2,1,1696.9163,0,35,10,0,1.6969163
64,1991,8.7,2,1,1696.9163,0,23,10,0,1.6969163
64,1991,8.7,0,1,0,0,30,9,0,0
64,1991,8.7,3,1,4558.1057,560.92511,24,10,1,3.9971806
64,1991,8.7,1,1,7070.4846,7070.4846,35,10,1,0
64,1991,8.7,2,1,6830.0881,0,29,7,0,6.8300881
64,1991,8.7,1,1,0,0,25,10,0,0
64,1991,8.7,2,1,5755.3744,0,34,0,0,5.7553744
64,1991,8.7,2,1,6687.5,6363.4361,35,9,1,.32406388
64,1991,8.7,1,1,18745.033,18745.033,46,10,1,0
64,1991,8.7,3,1,9427.3128,9427.3128,27,11,1,0
64,1991,8.7,4,1,3700.2203,730.61674,40,11,1,2.9696035
64,1991,8.7,0,1,5656.3877,0,27,0,0,5.6563877
64,1991,8.7,3,1,2594.8678,1237.3348,22,7,1,1.357533
64,1991,8.7,3,1,13151.101,11784.141,41,11,1,1.3669604
64,1991,8.7,2,1,8459.8348,761.25551,36,10,0,7.6985793
64,1991,8.7,0,1,21211.454,21211.454,42,11,1,0
64,1991,8.7,2,0,14140.969,14140.969,25,9,0,0
64,1991,8.7,0,0,56672.291,24829.185,31,11,0,31.843106
64,1991,8.7,1,0,8869.9229,7512.3899,44,10,1,1.357533
64,1991,8.7,2,1,13356.145,176.76211,41,9,0,13.179383
64,1991,8.7,0,0,34733.756,0,51,7,0,34.733756
64,1991,8.7,3,1,14394.328,12685.628,38,11,1,1.7087004
64,1991,8.7,0,1,30084.912,21211.454,31,0,0,8.8734581
64,1991,8.7,2,0,24687.775,14140.969,40,7,1,10.546806
64,1991,8.7,3,1,14507.456,1979.7357,35,10,1,12.52772
64,1991,8.7,3,1,5507.9075,35.352423,35,7,0,5.4725551
64,1991,8.7,2,1,1696.9163,0,41,7,0,1.6969163
64,1991,8.7,2,1,6831.2665,1201.9824,27,11,1,5.6292841
64,1991,8.7,2,1,5090.7489,4242.2907,50,9,1,.84845815
64,1991,8.7,2,1,1696.9163,0,23,9,0,1.6969163
64,1991,8.7,0,1,21583.833,21583.833,39,11,1,0
64,1991,8.7,1,0,113.12775,0,30,11,0,.11312775
64,1991,8.7,1,0,18048.59,13551.762,21,11,1,4.4968282
64,1991,8.7,3,0,14642.974,13964.207,36,10,1,.67876652
64,1991,8.7,0,1,16896.101,0,52,0,0,16.896101
64,1991,8.7,0,1,0,0,23,11,0,0
64,1991,8.7,2,0,14140.969,14140.969,30,10,1,0
64,1991,8.7,0,1,5774.2291,5774.2291,29,11,1,0
64,1991,8.7,4,1,8503.4361,4713.6564,26,10,1,3.7897797
64,1991,8.7,0,0,4624.0969,0,53,11,0,4.6240969
64,1991,8.7,2,0,10195.639,7070.4846,25,11,1,3.1251542
64,1991,8.7,0,1,15067.203,15067.203,38,11,0,0
64,1991,8.7,1,1,5279.2952,5185.022,40,11,1,.09427313
64,1991,8.7,4,1,18505.815,18505.815,31,11,1,0
64,1991,8.7,1,1,32052.863,30638.767,33,11,1,1.4140969
64,1991,8.7,0,0,0,0,29,11,0,0
64,1991,8.7,0,1,10605.727,10605.727,51,9,1,0
64,1991,8.7,5,1,2638.4692,0,41,10,0,2.6384692
64,1991,8.7,3,1,20649.35,4100.8811,30,11,1,16.548469
64,1991,8.7,0,1,5656.3877,0,47,10,0,5.6563877
64,1991,8.7,2,1,34044.383,24982.379,28,0,0,9.0620044
71,1991,7.4,0,0,5783.6564,0,53,7,0,5.7836564
71,1991,7.4,0,1,3535.2423,3535.2423,24,7,1,0
71,1991,7.4,3,0,8212.3678,7260.2093,33,9,1,.95215859
71,1991,7.4,1,1,2775.1652,1007.5441,30,7,1,1.7676211
71,1991,7.4,0,1,25991.101,19561.674,47,10,1,6.4294273
71,1991,7.4,1,0,8603.6013,8603.6013,20,10,1,0
71,1991,7.4,0,0,6057.0485,0,50,0,0,6.0570485
71,1991,7.4,2,1,2884.7577,0,20,10,0,2.8847577
71,1991,7.4,2,1,2356.8282,0,28,11,0,2.3568282
71,1991,7.4,0,0,6057.0485,0,54,9,0,6.0570485
71,1991,7.4,3,0,3492.8194,0,24,9,0,3.4928194
71,1991,7.4,0,1,9427.3128,9427.3128,45,10,1,0
71,1991,7.4,0,1,11784.141,11784.141,44,10,1,0
71,1991,7.4,0,1,5589.2181,0,48,11,0,5.5892181
71,1991,7.4,1,1,5175.5947,0,37,9,0,5.1755947
71,1991,7.4,0,0,5793.0837,0,49,7,0,5.7930837
71,1991,7.4,0,0,49493.392,49493.392,46,7,1,0
71,1991,7.4,1,0,11784.141,11784.141,35,10,1,0
71,1991,7.4,0,0,10370.044,10370.044,46,10,1,0
71,1991,7.4,1,0,2290.837,0,26,11,0,2.290837
71,1991,7.4,0,0,26243.282,26243.282,51,10,1,0
71,1991,7.4,1,1,1527.2247,0,20,11,0,1.5272247
71,1991,7.4,0,0,7960.1872,0,54,11,0,7.9601872
71,1991,7.4,0,0,20405.419,0,22,0,0,20.405419
72,1991,7.2,1,1,1739.3392,0,24,7,0,1.7393392
72,1991,7.2,2,1,1739.3392,0,20,9,0,1.7393392
72,1991,7.2,4,1,0,0,36,10,0,0
72,1991,7.2,3,1,4892.7753,0,37,11,0,4.8927753
72,1991,7.2,0,1,17178.921,530.28634,46,11,0,16.648634
72,1991,7.2,1,1,11784.141,11784.141,26,9,1,0
72,1991,7.2,1,1,3783.8877,2044.5485,29,7,1,1.7393392
72,1991,7.2,1,1,6348.1167,0,50,11,0,6.3481167
72,1991,7.2,0,1,63752.203,60099.119,28,0,1,3.6530837
72,1991,7.2,0,1,11540.209,0,40,7,0,11.540209
72,1991,7.2,3,1,2983.7445,0,27,11,0,2.9837445
72,1991,7.2,0,1,5472.5551,0,43,9,0,5.4725551
72,1991,7.2,1,0,17789.339,0,27,11,0,17.789339
72,1991,7.2,1,1,3148.7225,702.3348,39,11,0,2.4463877
72,1991,7.2,2,0,25925.11,25925.11,28,11,1,0
72,1991,7.2,0,1,33496.421,6363.4361,33,0,0,27.132985
72,1991,7.2,0,1,2517.0925,0,47,11,0,2.5170925
72,1991,7.2,0,0,19561.674,16733.48,36,7,1,2.8281938
72,1991,7.2,3,1,18687.291,3900.5507,41,9,1,14.78674
72,1991,7.2,1,0,0,0,22,9,0,0
72,1991,7.2,2,1,2472.3128,0,29,9,0,2.4723128
72,1991,7.2,0,1,0,0,45,10,0,0
72,1991,7.2,0,1,15194.471,4949.3392,21,7,1,10.245132
72,1991,7.2,1,1,1951.4537,0,28,10,0,1.9514537
72,1991,7.2,2,1,1767.6211,1767.6211,22,9,1,0
72,1991,7.2,0,0,979.26211,979.26211,31,11,1,0
72,1991,7.2,2,1,3723.7885,2083.4361,25,11,1,1.6403524
72,1991,7.2,0,1,1178.4141,0,28,7,0,1.1784141
72,1991,7.2,0,1,6592.0485,1767.6211,54,3,0,4.8244273
73,1991,6.7,2,0,4242.2907,3535.2423,26,11,1,.70704846
73,1991,6.7,0,0,58.920705,0,21,9,0,.0589207
73,1991,6.7,0,1,0,0,21,11,0,0
73,1991,6.7,1,1,3158.1498,1037.0044,24,11,1,2.1211454
73,1991,6.7,1,0,11520.176,5892.0705,50,9,0,5.6281057
73,1991,6.7,0,0,20527.974,20437.236,36,10,1,.09073789
73,1991,6.7,1,0,9551.0463,8838.1057,20,11,1,.71294053
73,1991,6.7,0,0,3205.2863,0,24,9,0,3.2052863
73,1991,6.7,2,0,20078.998,11311.597,31,10,1,8.7674009
73,1991,6.7,0,0,19565.209,19565.209,43,7,1,0
73,1991,6.7,1,0,9761.9824,6108.8987,49,7,1,3.6530837
73,1991,6.7,1,0,10831.982,0,54,7,0,10.831982
73,1991,6.7,0,0,11094.769,11094.769,22,9,1,0
73,1991,6.7,2,0,11312.775,7070.4846,37,11,1,4.2422907
73,1991,6.7,2,0,14379.009,12962.555,22,11,1,1.4164537
73,1991,6.7,3,0,6609.7247,530.28634,33,10,1,6.0794383
73,1991,6.7,0,1,5229.8018,0,51,0,0,5.2298018
73,1991,6.7,2,0,0,0,24,11,0,0
73,1991,6.7,1,1,5773.0507,5773.0507,29,11,1,0
73,1991,6.7,1,0,10610.441,0,27,10,0,10.610441
73,1991,6.7,0,0,26072.412,25925.11,39,11,1,.14730176
73,1991,6.7,4,1,1513.0837,0,20,11,0,1.5130837
74,1991,6.7,1,1,0,0,21,9,0,0
74,1991,6.7,2,1,0,0,28,3,0,0
74,1991,6.7,0,1,20668.205,20243.976,53,3,1,.42422907
74,1991,6.7,1,0,14140.969,14140.969,32,11,1,0
74,1991,6.7,3,1,7743.359,3770.9251,35,7,1,3.9724339
74,1991,6.7,0,0,8925.3084,8424.4824,43,10,1,.50082599
74,1991,6.7,2,1,7751.6079,3806.2775,45,11,1,3.9453304
74,1991,6.7,0,1,10051.872,10016.52,54,11,1,.03535242
74,1991,6.7,3,1,2887.1145,0,32,11,0,2.8871145
74,1991,6.7,2,1,2729.207,1838.326,30,3,1,.89088106
74,1991,6.7,0,1,1178.4141,1178.4141,52,7,1,0
74,1991,6.7,1,1,10605.727,10605.727,38,7,1,0
74,1991,6.7,0,1,0,0,20,3,0,0
74,1991,6.7,0,1,4595.815,4595.815,26,11,1,0
74,1991,6.7,5,1,5321.7181,400.66079,39,7,0,4.9210573
74,1991,6.7,0,1,9191.63,9191.63,21,0,1,0
74,1991,6.7,2,0,14848.018,5302.8634,27,11,1,9.5451542
74,1991,6.7,3,1,4487.4009,471.36564,24,7,1,4.0160352
74,1991,6.7,2,0,18757.996,9734.8789,34,11,1,9.0231167
74,1991,6.7,3,1,7893.0176,4767.8634,21,11,1,3.1251542
74,1991,6.7,1,0,37709.251,37709.251,49,7,1,0
74,1991,6.7,2,1,2151.7841,850.81498,32,9,1,1.3009692
74,1991,6.7,1,1,12772.83,6333.9758,44,7,1,6.4388546
74,1991,6.7,0,0,44327.225,38887.665,24,0,0,5.4395595
74,1991,6.7,1,1,12500.617,12500.617,34,10,1,0
74,1991,6.7,1,1,6019.3392,942.73128,53,10,1,5.0766079
74,1991,6.7,2,1,17527.731,16555.54,34,9,1,.97219163
74,1991,6.7,3,1,0,0,33,10,0,0
74,1991,6.7,1,1,4330.6718,0,50,3,0,4.3306718
74,1991,6.7,1,1,17204.846,17204.846,42,7,1,0
74,1991,6.7,0,1,6009.9119,6009.9119,26,11,1,0
74,1991,6.7,2,1,2601.9383,0,43,11,0,2.6019383
74,1991,6.7,1,0,0,0,30,10,0,0
74,1991,6.7,1,1,2234.2731,0,49,7,0,2.2342731
74,1991,6.7,0,1,10636.366,10341.762,48,7,1,.29460352
74,1991,6.7,1,1,3973.6123,0,22,7,0,3.9736123
74,1991,6.7,0,1,27710.407,14848.018,31,0,0,12.86239
74,1991,6.7,4,1,0,0,29,7,0,0
74,1991,6.7,4,1,5656.3877,0,44,11,0,5.6563877
74,1991,6.7,2,1,15004.747,8131.0573,30,9,1,6.8736894
74,1991,6.7,5,1,4192.7974,0,35,9,0,4.1927974
74,1991,6.7,0,1,0,0,24,7,0,0
74,1991,6.7,2,0,5255.7269,2356.8282,27,11,1,2.8988987
74,1991,6.7,0,1,3111.0132,3111.0132,20,11,1,0
74,1991,6.7,3,1,11972.687,11029.956,47,7,1,.94273128
74,1991,6.7,1,1,13902.93,13902.93,47,7,0,0
74,1991,6.7,3,1,4621.7401,2147.0705,24,10,1,2.4746696
74,1991,6.7,1,0,7070.4846,7070.4846,24,11,1,0
74,1991,6.7,0,1,8602.4229,8602.4229,24,7,1,0
74,1991,6.7,1,1,9229.3392,0,50,3,0,9.2293392
74,1991,6.7,0,0,176.76211,0,30,3,0,.17676211
74,1991,6.7,0,1,37129.471,37129.471,35,3,1,0
74,1991,6.7,1,1,14304.769,11462.434,43,11,1,2.8423348
74,1991,6.7,1,1,4124.4493,4124.4493,42,11,1,0
74,1991,6.7,3,1,2916.5749,572.70925,38,7,0,2.3438656
74,1991,6.7,3,1,14140.969,14140.969,28,7,1,0
74,1991,6.7,2,1,4092.6322,0,22,7,0,4.0926322
74,1991,6.7,2,1,7070.4846,7070.4846,31,9,1,0
74,1991,6.7,1,0,2235.4515,1.1784141,44,10,1,2.2342731
74,1991,6.7,0,0,471.36564,471.36564,49,9,1,0
74,1991,6.7,0,0,2234.2731,0,30,7,0,2.2342731
74,1991,6.7,0,1,65637.665,65637.665,22,11,0,0
74,1991,6.7,0,1,17676.211,17676.211,27,7,1,0
74,1991,6.7,0,1,42405.231,42405.231,31,11,1,0
74,1991,6.7,3,1,10183.855,4949.3392,48,10,1,5.2345154
74,1991,6.7,2,1,707.04846,707.04846,33,9,1,0
74,1991,6.7,0,0,16851.322,16851.322,22,11,1,0
74,1991,6.7,2,1,2601.9383,0,31,10,0,2.6019383
74,1991,6.7,0,0,41407.115,41407.115,20,10,0,0
74,1991,6.7,0,0,2441.674,0,54,3,0,2.441674
74,1991,6.7,2,1,8357.3128,0,50,7,0,8.3573128
74,1991,6.7,0,0,3105.1211,0,28,10,0,3.1051211
74,1991,6.7,1,1,0,0,20,9,0,0
74,1991,6.7,0,1,38114.626,29460.352,48,10,0,8.6542731
74,1991,6.7,3,1,9427.3128,9427.3128,29,11,1,0
74,1991,6.7,0,1,7249.6035,0,39,10,0,7.2496035
74,1991,6.7,1,1,12019.824,2121.1454,23,10,1,9.8986784
74,1991,6.7,0,0,0,0,53,10,0,0
74,1991,6.7,0,1,43778.084,43601.322,54,10,1,.17676211
74,1991,6.7,0,1,0,0,21,7,0,0
74,1991,6.7,0,1,65029.604,14140.969,39,3,0,50.888634
74,1991,6.7,0,1,22085.837,6593.2269,50,7,1,15.49261
74,1991,6.7,0,1,39202.302,29303.623,20,10,0,9.8986784
74,1991,6.7,2,0,13375,11018.172,20,3,1,2.3568282
74,1991,6.7,0,1,15319.383,15319.383,26,10,0,0
74,1991,6.7,4,1,2828.1938,0,29,10,0,2.8281938
74,1991,6.7,2,1,10417.181,10417.181,23,7,1,0
74,1991,6.7,4,1,4312.9956,0,30,10,0,4.3129956
74,1991,6.7,0,1,11778.249,0,49,10,0,11.778249
74,1991,6.7,1,1,2234.2731,0,23,11,0,2.2342731
74,1991,6.7,0,1,65029.604,14140.969,36,3,0,50.888634
74,1991,6.7,3,1,2904.7907,0,32,7,0,2.9047907
74,1991,6.7,0,1,14837.412,14706.608,48,7,1,.13080396
74,1991,6.7,2,0,0,0,23,9,0,0
74,1991,6.7,0,1,0,0,31,7,0,0
74,1991,6.7,0,1,39202.302,29303.623,51,10,1,9.8986784
74,1991,6.7,2,0,14706.608,0,37,7,0,14.706608
74,1991,6.7,0,1,26750,24746.696,53,7,1,2.003304
74,1991,6.7,1,1,2234.2731,0,34,9,0,2.2342731
74,1991,6.7,3,1,24131.564,6599.1189,31,7,1,17.532445
74,1991,6.7,2,1,42602.026,42602.026,38,10,1,0
74,1991,6.7,1,1,14832.698,0,49,11,0,14.832698
74,1991,6.7,2,1,15672.907,15672.907,29,7,1,0
74,1991,6.7,0,1,6646.2555,282.81938,50,10,0,6.3634361
74,1991,6.7,2,1,5932.1366,933.30396,39,3,1,4.9988326
74,1991,6.7,2,1,2637.2907,0,33,7,0,2.6372907
74,1991,6.7,1,1,17440.529,15319.383,33,7,1,2.1211454
74,1991,6.7,2,1,2601.9383,0,31,9,0,2.6019383
74,1991,6.7,1,1,282.81938,282.81938,22,10,1,0
74,1991,6.7,4,1,52439.427,52439.427,25,11,1,0
74,1991,6.7,2,1,15182.687,9427.3128,45,7,1,5.7553744
74,1991,6.7,1,0,0,0,22,11,0,0
74,1991,6.7,4,1,0,0,28,7,0,0
74,1991,6.7,5,1,4516.8612,500.82599,32,7,1,4.0160352
74,1991,6.7,4,1,14182.214,14182.214,38,0,1,0
74,1991,6.7,2,1,3125.1542,0,41,7,0,3.1251542
74,1991,6.7,0,0,27107.059,27103.524,48,11,1,.00353524
74,1991,6.7,0,1,40586.938,40586.938,52,11,1,0
74,1991,6.7,1,1,20004.758,17770.485,51,7,1,2.2342731
74,1991,6.7,0,1,9427.3128,9427.3128,44,7,1,0
74,1991,6.7,3,1,3299.5595,0,20,10,0,3.2995595
74,1991,6.7,1,1,353.52423,353.52423,48,7,0,0
74,1991,6.7,2,1,3351.4097,0,29,11,0,3.3514097
74,1991,6.7,1,1,14716.035,14716.035,22,11,1,0
74,1991,6.7,0,1,10016.52,9427.3128,27,3,1,.58920705
74,1991,6.7,0,0,5783.6564,0,45,9,0,5.7836564
74,1991,6.7,3,1,8055.6388,589.20705,29,11,1,7.4664317
74,1991,6.7,0,1,65029.604,14140.969,24,3,0,50.888634
74,1991,6.7,0,1,19443.833,19443.833,20,11,0,0
74,1991,6.7,0,1,2163.5683,2163.5683,23,7,1,0
74,1991,6.7,1,1,0,0,24,7,0,0
74,1991,6.7,1,0,16403.524,0,47,10,0,16.403524
74,1991,6.7,0,1,38820.496,18312.555,23,7,0,20.507941
74,1991,6.7,2,1,2601.9383,0,21,9,0,2.6019383
74,1991,6.7,0,1,29301.267,19402.588,25,7,1,9.8986784
74,1991,6.7,2,1,17030.441,5892.0705,40,11,0,11.13837
74,1991,6.7,1,1,2234.2731,0,38,7,0,2.2342731
74,1991,6.7,1,1,11029.956,11029.956,38,10,1,0
74,1991,6.7,2,1,4133.8767,0,34,9,0,4.1338767
74,1991,6.7,2,1,4772.5771,4772.5771,36,11,1,0
74,1991,6.7,2,1,13375,11018.172,35,7,1,2.3568282
74,1991,6.7,0,1,1414.0969,0,49,10,0,1.4140969
74,1991,6.7,1,1,15083.7,12962.555,41,11,1,2.1211454
74,1991,6.7,5,1,7966.0793,7966.0793,34,7,1,0
74,1991,6.7,4,1,5175.5947,0,29,11,0,5.1755947
74,1991,6.7,1,1,21817.159,0,21,9,0,21.817159
74,1991,6.7,0,1,33859.372,28281.938,50,9,1,5.5774339
74,1991,6.7,0,0,1167.8084,942.73128,35,10,1,.22507709
74,1991,6.7,0,0,5067.1806,4713.6564,20,11,1,.35352423
74,1991,6.7,0,1,12557.181,10662.291,42,9,1,1.8948899
74,1991,6.7,0,0,21800.661,19090.308,35,11,1,2.7103524
74,1991,6.7,0,1,3785.0661,3785.0661,22,7,1,0
74,1991,6.7,4,1,1766.4427,1766.4427,32,7,1,0
74,1991,6.7,0,1,590.38546,590.38546,52,7,1,0
74,1991,6.7,3,1,11784.141,11784.141,29,7,1,0
74,1991,6.7,3,1,9763.1608,8272.467,39,11,1,1.4906938
74,1991,6.7,0,1,14706.608,14706.608,38,7,1,0
74,1991,6.7,0,1,0,0,23,7,0,0
74,1991,6.7,0,1,28095.749,21739.383,33,7,0,6.3563656
74,1991,6.7,1,1,5180.3084,2946.0352,47,3,1,2.2342731
74,1991,6.7,0,1,40231.057,40231.057,53,11,1,0
74,1991,6.7,0,1,29978.855,14140.969,52,7,0,15.837885
74,1991,6.7,0,1,65029.604,14140.969,37,3,0,50.888634
74,1991,6.7,4,0,11194.934,11194.934,34,9,1,0
74,1991,6.7,3,1,14965.859,0,35,11,0,14.965859
74,1991,6.7,3,0,0,0,30,11,0,0
74,1991,6.7,1,1,3318.4141,1084.141,45,7,1,2.2342731
74,1991,6.7,0,1,28095.749,21739.383,51,0,1,6.3563656
74,1991,6.7,2,1,24746.696,0,31,10,0,24.746696
74,1991,6.7,3,1,5847.2907,487.86344,45,9,0,5.3594273
74,1991,6.7,1,1,10605.727,10016.52,30,11,1,.58920705
74,1991,6.7,1,1,0,0,48,7,0,0
74,1991,6.7,2,1,8221.7952,7927.1916,26,9,1,.29460352
74,1991,6.7,4,1,6976.2115,4713.6564,43,11,1,2.2625551
81,1991,7.1,0,0,12678.557,0,43,3,0,12.678557
81,1991,7.1,1,0,11986.828,11986.828,52,10,1,0
81,1991,7.1,3,0,9578.1498,2946.0352,30,9,1,6.6321145
81,1991,7.1,1,0,15458.436,0,43,10,0,15.458436
81,1991,7.1,2,1,44408.535,40007.159,37,11,1,4.4013767
81,1991,7.1,1,0,7632.5881,5892.0705,26,9,1,1.7405176
81,1991,7.1,0,0,8823.9648,0,52,7,0,8.8239648
81,1991,7.1,0,0,12160.055,0,53,0,0,12.160055
81,1991,7.1,0,0,5967.489,0,20,10,0,5.967489
81,1991,7.1,0,0,1480.0881,0,32,11,0,1.4800881
81,1991,7.1,2,0,1080.6057,942.73128,28,7,1,.13787445
81,1991,7.1,2,1,4525.1101,848.45815,37,9,1,3.676652
81,1991,7.1,1,0,16979.769,16979.769,24,9,1,0
82,1991,6.2,1,0,17676.211,17676.211,33,10,1,0
82,1991,6.2,2,0,5599.8238,1838.326,33,11,1,3.7614978
82,1991,6.2,1,0,1471.8392,471.36564,20,11,1,1.0004736
82,1991,6.2,0,0,60252.313,55161.564,20,11,1,5.0907489
82,1991,6.2,1,0,2983.7445,0,28,9,0,2.9837445
82,1991,6.2,0,0,6782.9515,3535.2423,32,9,1,3.2477093
82,1991,6.2,1,0,12274.361,12255.507,30,11,1,.01885463
82,1991,6.2,0,0,9545.1542,9427.3128,54,9,0,.11784141
82,1991,6.2,0,0,0,0,25,9,0,0
82,1991,6.2,1,0,6440.033,4289.4273,23,10,1,2.1506057
82,1991,6.2,2,0,22745.749,18620.121,27,9,1,4.1256278
82,1991,6.2,1,1,8838.1057,8838.1057,30,0,0,0
82,1991,6.2,1,0,24402.599,21918.502,53,9,1,2.4840969
82,1991,6.2,1,0,6020.5176,0,47,9,0,6.0205176
82,1991,6.2,0,0,13689.637,1708.7004,53,10,0,11.980936
82,1991,6.2,2,0,4510.9692,0,30,11,0,4.5109692
82,1991,6.2,3,1,4713.6564,4713.6564,45,7,1,0
83,1991,5.2,1,1,18915.903,18913.546,38,7,1,.00235683
83,1991,5.2,1,0,117.84141,0,36,9,0,.11784141
83,1991,5.2,0,0,8908.8106,0,48,7,0,8.9088106
83,1991,5.2,2,0,20033.04,0,27,11,0,20.03304
83,1991,5.2,0,0,10289.912,10252.203,49,10,1,.03770925
83,1991,5.2,0,0,9898.6784,9898.6784,53,10,1,0
84,1991,5.1,0,0,47611.465,18383.26,47,10,1,29.228205
84,1991,5.1,3,1,6108.8987,0,39,11,0,6.1088987
84,1991,5.1,0,1,3146.3656,3111.0132,25,9,1,.03535242
84,1991,5.1,1,0,14152.753,12491.189,22,11,1,1.6615639
84,1991,5.1,1,0,30538.601,5348.8216,46,11,0,25.18978
84,1991,5.1,2,1,8362.0264,4713.6564,31,7,1,3.64837
84,1991,5.1,0,0,7070.4846,7070.4846,24,9,1,0
84,1991,5.1,3,1,5500.837,0,26,11,0,5.500837
84,1991,5.1,3,1,3563.5242,0,25,11,0,3.5635242
84,1991,5.1,0,1,10846.123,671.69604,54,7,1,10.174427
84,1991,5.1,0,1,31125.452,0,35,0,0,31.125452
84,1991,5.1,0,1,72412.368,54027.93,53,11,0,18.384438
84,1991,5.1,4,1,7240.1762,0,27,7,0,7.2401762
84,1991,5.1,0,0,23568.282,23568.282,28,10,1,0
84,1991,5.1,0,1,14118.579,14106.795,22,11,1,.01178414
84,1991,5.1,0,1,72412.368,54027.93,41,9,1,18.384438
84,1991,5.1,0,1,19684.229,19684.229,21,10,1,0
84,1991,5.1,0,0,10995.782,10995.782,24,10,1,0
84,1991,5.1,2,1,5034.185,0,27,11,0,5.034185
84,1991,5.1,0,0,5783.6564,0,51,11,0,5.7836564
84,1991,5.1,2,0,3629.5154,0,23,7,0,3.6295154
84,1991,5.1,1,0,21831.3,16145.452,39,11,1,5.685848
85,1991,7.1,2,0,7731.5749,4791.4317,30,10,1,2.9401432
85,1991,7.1,1,1,15020.066,784.82379,44,0,0,14.235242
85,1991,7.1,1,1,8118.0947,600.99119,31,10,1,7.5171035
85,1991,7.1,1,1,4060.815,1703.9868,23,7,1,2.3568282
85,1991,7.1,2,1,9217.5551,0,32,11,0,9.2175551
85,1991,7.1,0,1,12189.515,0,31,10,0,12.189515
85,1991,7.1,0,0,2135.2863,0,48,3,0,2.1352863
85,1991,7.1,0,1,10605.727,10605.727,20,7,1,0
85,1991,7.1,1,1,15199.185,15199.185,46,7,1,0
85,1991,7.1,2,0,3001.4207,0,37,11,0,3.0014207
85,1991,7.1,0,1,6014.6256,1178.4141,50,11,0,4.8362115
85,1991,7.1,2,1,12962.555,12962.555,23,11,1,0
85,1991,7.1,5,1,6075.9031,3535.2423,39,3,1,2.5406608
85,1991,7.1,1,1,3648.37,0,46,10,0,3.64837
85,1991,7.1,0,1,5892.0705,5892.0705,40,10,1,0
85,1991,7.1,1,1,4411.9824,0,25,11,0,4.4119824
85,1991,7.1,2,1,8164.0529,0,31,9,0,8.1640529
85,1991,7.1,0,1,24614.714,94.273128,25,7,0,24.520441
85,1991,7.1,0,1,41387.081,24275.33,34,9,1,17.111751
85,1991,7.1,3,1,10216.85,0,28,11,0,10.21685
85,1991,7.1,0,0,3874.6256,226.25551,30,7,1,3.64837
